,Office,RaceDate,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,PopularRaceNotes,ElectoralRaceNotes,year
11,President,19921103,Hawaii,0,4,0,"372,842","136,822","Bush, George H. ",Incumbent,"179,310","Clinton, Bill ",Challenger,Reform,"53,003","Perot, Ross  ",Challenger,"3,707",,"42,488",D,36.7,48.09,14.22,0.99,43.28,56.72,,,1992
12,President,19921103,Idaho,4,0,0,"482,142","202,645","Bush, George H. ",Incumbent,"137,013","Clinton, Bill ",Challenger,Reform,"130,395","Perot, Ross  ",Challenger,"12,089",,"65,632",R,42.03,28.42,27.04,2.51,59.66,40.34,,,1992
13,President,19921103,Illinois,0,22,0,"5,050,157","1,734,096","Bush, George H. ",Incumbent,"2,453,350","Clinton, Bill ",Challenger,Reform,"840,515","Perot, Ross  ",Challenger,"22,196",,"719,254",D,34.34,48.58,16.64,0.44,41.41,58.59,,,1992
14,President,19921103,Indiana,12,0,0,"2,305,871","989,375","Bush, George H. ",Incumbent,"848,420","Clinton, Bill ",Challenger,Reform,"455,934","Perot, Ross  ",Challenger,"12,142",,"140,955",R,42.91,36.79,19.77,0.53,53.83,46.17,,,1992
15,President,19921103,Iowa,0,7,0,"1,354,607","504,891","Bush, George H. ",Incumbent,"586,353","Clinton, Bill ",Challenger,Reform,"253,468","Perot, Ross  ",Challenger,"9,895",,"81,462",D,37.27,43.29,18.71,0.73,46.27,53.73,,,1992
16,President,19921103,Kansas,6,0,0,"1,157,335","449,951","Bush, George H. ",Incumbent,"390,434","Clinton, Bill ",Challenger,Reform,"312,358","Perot, Ross  ",Challenger,"4,592",,"59,517",R,38.88,33.74,26.99,0.4,53.54,46.46,,,1992
17,President,19921103,Kentucky,0,8,0,"1,492,900","617,178","Bush, George H. ",Incumbent,"665,104","Clinton, Bill ",Challenger,Reform,"203,944","Perot, Ross  ",Challenger,"6,674",,"47,926",D,41.34,44.55,13.66,0.45,48.13,51.87,,,1992
18,President,19921103,Louisiana,0,9,0,"1,790,017","733,386","Bush, George H. ",Incumbent,"815,971","Clinton, Bill ",Challenger,Reform,"211,478","Perot, Ross  ",Challenger,"29,182",,"82,585",D,40.97,45.58,11.81,1.63,47.33,52.67,,,1992
19,President,19921103,Maine,0,4,0,"679,499","206,504","Bush, George H. ",Incumbent,"263,420","Clinton, Bill ",Challenger,Reform,"206,820","Perot, Ross  ",Challenger,"2,755",,"56,600",D,30.39,38.77,30.44,0.41,43.94,56.06,,,1992
20,President,19921103,Maryland,0,10,0,"1,985,046","707,094","Bush, George H. ",Incumbent,"988,571","Clinton, Bill ",Challenger,Reform,"281,414","Perot, Ross  ",Challenger,"7,967",,"281,477",D,35.62,49.8,14.18,0.4,41.7,58.3,,,1992
21,President,19921103,Massachusetts,0,12,0,"2,773,700","805,049","Bush, George H. ",Incumbent,"1,318,662","Clinton, Bill ",Challenger,Reform,"630,731","Perot, Ross  ",Challenger,"19,258",,"513,613",D,29.02,47.54,22.74,0.69,37.91,62.09,,,1992
22,President,19921103,Michigan,0,18,0,"4,274,673","1,554,940","Bush, George H. ",Incumbent,"1,871,182","Clinton, Bill ",Challenger,Reform,"824,813","Perot, Ross  ",Challenger,"23,738",,"316,242",D,36.38,43.77,19.3,0.56,45.38,54.62,,,1992
23,President,19921103,Minnesota,0,10,0,"2,347,948","747,841","Bush, George H. ",Incumbent,"1,020,997","Clinton, Bill ",Challenger,Reform,"562,506","Perot, Ross  ",Challenger,"16,604",,"273,156",D,31.85,43.48,23.96,0.71,42.28,57.72,,,1992
24,President,19921103,Mississippi,7,0,0,"981,793","487,793","Bush, George H. ",Incumbent,"400,258","Clinton, Bill ",Challenger,Reform,"85,626","Perot, Ross  ",Challenger,"8,116",,"87,535",R,49.68,40.77,8.72,0.83,54.93,45.07,,,1992
25,President,19921103,Missouri,0,11,0,"2,391,565","811,159","Bush, George H. ",Incumbent,"1,053,873","Clinton, Bill ",Challenger,Reform,"518,741","Perot, Ross  ",Challenger,"7,792",,"242,714",D,33.92,44.07,21.69,0.33,43.49,56.51,,,1992
26,President,19921103,Montana,0,3,0,"410,611","144,207","Bush, George H. ",Incumbent,"154,507","Clinton, Bill ",Challenger,Reform,"107,225","Perot, Ross  ",Challenger,"4,672",,"10,300",D,35.12,37.63,26.11,1.14,48.28,51.72,,,1992
27,President,19921103,Nebraska,5,0,0,"737,546","343,678","Bush, George H. ",Incumbent,"216,864","Clinton, Bill ",Challenger,Reform,"174,104","Perot, Ross  ",Challenger,"2,900",,"126,814",R,46.6,29.4,23.61,0.39,61.31,38.69,,,1992
28,President,19921103,Nevada,0,4,0,"506,318","175,828","Bush, George H. ",Incumbent,"189,148","Clinton, Bill ",Challenger,Reform,"132,580","Perot, Ross  ",Challenger,"8,762",,"13,320",D,34.73,37.36,26.19,1.73,48.18,51.82,,,1992
29,President,19921103,New Hampshire,0,4,0,"537,943","202,484","Bush, George H. ",Incumbent,"209,040","Clinton, Bill ",Challenger,Reform,"121,337","Perot, Ross  ",Challenger,"5,082",,"6,556",D,37.64,38.86,22.56,0.94,49.2,50.8,,,1992
30,President,19921103,New Jersey,0,15,0,"3,343,594","1,356,865","Bush, George H. ",Incumbent,"1,436,206","Clinton, Bill ",Challenger,Reform,"521,829","Perot, Ross  ",Challenger,"28,694",,"79,341",D,40.58,42.95,15.61,0.86,48.58,51.42,,,1992
31,President,19921103,New Mexico,0,5,0,"569,986","212,824","Bush, George H. ",Incumbent,"261,617","Clinton, Bill ",Challenger,Reform,"91,895","Perot, Ross  ",Challenger,"3,650",,"48,793",D,37.34,45.9,16.12,0.64,44.86,55.14,,,1992
32,President,19921103,New York,0,33,0,"6,926,925","2,346,649","Bush, George H. ",Incumbent,"3,444,450","Clinton, Bill ",Challenger,Reform,"1,090,721","Perot, Ross  ",Challenger,"45,105",,"1,097,801",D,33.88,49.73,15.75,0.65,40.52,59.48,,,1992
33,President,19921103,North Carolina,14,0,0,"2,611,850","1,134,661","Bush, George H. ",Incumbent,"1,114,042","Clinton, Bill ",Challenger,Reform,"357,864","Perot, Ross  ",Challenger,"5,283",,"20,619",R,43.44,42.65,13.7,0.2,50.46,49.54,,,1992
34,President,19921103,North Dakota,3,0,0,"308,133","136,244","Bush, George H. ",Incumbent,"99,168","Clinton, Bill ",Challenger,Reform,"71,084","Perot, Ross  ",Challenger,"1,637",,"37,076",R,44.22,32.18,23.07,0.53,57.87,42.13,,,1992
35,President,19921103,Ohio,0,21,0,"4,939,967","1,894,310","Bush, George H. ",Incumbent,"1,984,942","Clinton, Bill ",Challenger,Reform,"1,036,426","Perot, Ross  ",Challenger,"24,289",,"90,632",D,38.35,40.18,20.98,0.49,48.83,51.17,,,1992
36,President,19921103,Oklahoma,8,0,0,"1,390,359","592,929","Bush, George H. ",Incumbent,"473,066","Clinton, Bill ",Challenger,Reform,"319,878","Perot, Ross  ",Challenger,"4,486",,"119,863",R,42.65,34.02,23.01,0.32,55.62,44.38,,,1992
37,President,19921103,Oregon,0,7,0,"1,462,643","475,757","Bush, George H. ",Incumbent,"621,314","Clinton, Bill ",Challenger,Reform,"354,091","Perot, Ross  ",Challenger,"11,481",,"145,557",D,32.53,42.48,24.21,0.78,43.37,56.63,,,1992
38,President,19921103,Pennsylvania,0,23,0,"4,959,810","1,791,841","Bush, George H. ",Incumbent,"2,239,164","Clinton, Bill ",Challenger,Reform,"902,667","Perot, Ross  ",Challenger,"26,138",,"447,323",D,36.13,45.15,18.2,0.53,44.45,55.55,,,1992
39,President,19921103,Rhode Island,0,4,0,"453,477","131,601","Bush, George H. ",Incumbent,"213,299","Clinton, Bill ",Challenger,Reform,"105,045","Perot, Ross  ",Challenger,"3,532",,"81,698",D,29.02,47.04,23.16,0.78,38.16,61.84,,,1992
40,President,19921103,South Carolina,8,0,0,"1,202,527","577,507","Bush, George H. ",Incumbent,"479,514","Clinton, Bill ",Challenger,Reform,"138,872","Perot, Ross  ",Challenger,"6,634",,"97,993",R,48.02,39.88,11.55,0.55,54.64,45.36,,,1992
41,President,19921103,South Dakota,3,0,0,"336,254","136,718","Bush, George H. ",Incumbent,"124,888","Clinton, Bill ",Challenger,Reform,"73,295","Perot, Ross  ",Challenger,"1,353",,"11,830",R,40.66,37.14,21.8,0.4,52.26,47.74,,,1992
42,President,19921103,Tennessee,0,11,0,"1,982,638","841,300","Bush, George H. ",Incumbent,"933,521","Clinton, Bill ",Challenger,Reform,"199,968","Perot, Ross  ",Challenger,"7,849",,"92,221",D,42.43,47.08,10.09,0.4,47.4,52.6,,,1992
43,President,19921103,Texas,32,0,0,"6,154,018","2,496,071","Bush, George H. ",Incumbent,"2,281,815","Clinton, Bill ",Challenger,Reform,"1,354,781","Perot, Ross  ",Challenger,"21,351",,"214,256",R,40.56,37.08,22.01,0.35,52.24,47.76,,,1992
44,President,19921103,Utah,5,0,0,"743,999","322,632","Bush, George H. ",Incumbent,"183,429","Clinton, Bill ",Challenger,Reform,"203,400","Perot, Ross  ",Challenger,"34,538",,"119,232",R,43.36,24.65,27.34,4.64,63.75,36.25,,,1992
45,President,19921103,Vermont,0,3,0,"289,701","88,122","Bush, George H. ",Incumbent,"133,592","Clinton, Bill ",Challenger,Reform,"65,991","Perot, Ross  ",Challenger,"1,996",,"45,470",D,30.42,46.11,22.78,0.69,39.75,60.25,,,1992
46,President,19921103,Virginia,13,0,0,"2,558,665","1,150,517","Bush, George H. ",Incumbent,"1,038,650","Clinton, Bill ",Challenger,Reform,"348,639","Perot, Ross  ",Challenger,"20,859",,"111,867",R,44.97,40.59,13.63,0.82,52.56,47.44,,,1992
47,President,19921103,Washington,0,11,0,"2,288,230","731,234","Bush, George H. ",Incumbent,"993,037","Clinton, Bill ",Challenger,Reform,"541,780","Perot, Ross  ",Challenger,"22,179",,"261,803",D,31.96,43.4,23.68,0.97,42.41,57.59,,,1992
48,President,19921103,West Virginia,0,5,0,"683,762","241,974","Bush, George H. ",Incumbent,"331,001","Clinton, Bill ",Challenger,Reform,"108,829","Perot, Ross  ",Challenger,"1,958",,"89,027",D,35.39,48.41,15.92,0.29,42.23,57.77,,,1992
49,President,19921103,Wisconsin,0,11,0,"2,531,114","930,855","Bush, George H. ",Incumbent,"1,041,066","Clinton, Bill ",Challenger,Reform,"544,479","Perot, Ross  ",Challenger,"14,714",,"110,211",D,36.78,41.13,21.51,0.58,47.21,52.79,,,1992
50,President,19921103,Wyoming,3,0,0,"200,598","79,347","Bush, George H. ",Incumbent,"68,160","Clinton, Bill ",Challenger,Reform,"51,263","Perot, Ross  ",Challenger,"1,828",,"11,187",R,39.56,33.98,25.56,0.91,53.79,46.21,,,1992
0,President,19961105,Alabama,9,0,0,"1,534,349","769,044","Dole, Robert  ",Challenger,"662,165","Clinton, Bill ",Incumbent,Reform,"92,149","Perot, Ross  ",Challenger,"10,991",,"106,879",R,50.12,43.16,6.01,0.72,53.73,46.27,,,1996
1,President,19961105,Alaska,3,0,0,"241,620","122,746","Dole, Robert  ",Challenger,"80,380","Clinton, Bill ",Incumbent,Reform,"26,333","Perot, Ross  ",Challenger,"12,161",,"42,366",R,50.8,33.27,10.9,5.03,60.43,39.57,,,1996
2,President,19961105,Arizona,0,8,0,"1,404,405","622,073","Dole, Robert  ",Challenger,"653,288","Clinton, Bill ",Incumbent,Reform,"112,072","Perot, Ross  ",Challenger,"16,972",,"31,215",D,44.29,46.52,7.98,1.21,48.78,51.22,,,1996
3,President,19961105,Arkansas,0,6,0,"884,262","325,416","Dole, Robert  ",Challenger,"475,171","Clinton, Bill ",Incumbent,Reform,"69,884","Perot, Ross  ",Challenger,"13,791",,"149,755",D,36.8,53.74,7.9,1.56,40.65,59.35,,,1996
4,President,19961105,California,0,54,0,"10,019,484","3,828,380","Dole, Robert  ",Challenger,"5,119,835","Clinton, Bill ",Incumbent,Reform,"697,847","Perot, Ross  ",Challenger,"373,422",,"1,291,455",D,38.21,51.1,6.96,3.73,42.78,57.22,,,1996
5,President,19961105,Colorado,8,0,0,"1,510,704","691,848","Dole, Robert  ",Challenger,"671,152","Clinton, Bill ",Incumbent,Reform,"99,629","Perot, Ross  ",Challenger,"48,075",,"20,696",R,45.8,44.43,6.59,3.18,50.76,49.24,,,1996
6,President,19961105,Connecticut,0,8,0,"1,392,614","483,109","Dole, Robert  ",Challenger,"735,740","Clinton, Bill ",Incumbent,Reform,"139,523","Perot, Ross  ",Challenger,"34,242",,"252,631",D,34.69,52.83,10.02,2.46,39.64,60.36,,,1996
7,President,19961105,Delaware,0,3,0,"271,084","99,062","Dole, Robert  ",Challenger,"140,355","Clinton, Bill ",Incumbent,Reform,"28,719","Perot, Ross  ",Challenger,"2,948",,"41,293",D,36.54,51.78,10.59,1.09,41.38,58.62,,,1996
8,President,19961105,District of Columbia,0,3,0,"185,726","17,339","Dole, Robert  ",Challenger,"158,220","Clinton, Bill ",Incumbent,Reform,"3,611","Perot, Ross  ",Challenger,"6,556",,"140,881",D,9.34,85.19,1.94,3.53,9.88,90.12,,,1996
9,President,19961105,Florida,0,25,0,"5,303,794","2,244,536","Dole, Robert  ",Challenger,"2,546,870","Clinton, Bill ",Incumbent,Reform,"483,870","Perot, Ross  ",Challenger,"28,518",,"302,334",D,42.32,48.02,9.12,0.54,46.85,53.15,,,1996
10,President,19961105,Georgia,13,0,0,"2,299,071","1,080,843","Dole, Robert  ",Challenger,"1,053,849","Clinton, Bill ",Incumbent,Reform,"146,337","Perot, Ross  ",Challenger,"18,042",,"26,994",R,47.01,45.84,6.37,0.78,50.63,49.37,,,1996
11,President,19961105,Hawaii,0,4,0,"360,120","113,943","Dole, Robert  ",Challenger,"205,012","Clinton, Bill ",Incumbent,Reform,"27,358","Perot, Ross  ",Challenger,"13,807",,"91,069",D,31.64,56.93,7.6,3.83,35.72,64.28,,,1996
12,President,19961105,Idaho,4,0,0,"491,719","256,595","Dole, Robert  ",Challenger,"165,443","Clinton, Bill ",Incumbent,Reform,"62,518","Perot, Ross  ",Challenger,"7,163",,"91,152",R,52.18,33.65,12.71,1.46,60.8,39.2,,,1996
13,President,19961105,Illinois,0,22,0,"4,311,391","1,587,021","Dole, Robert  ",Challenger,"2,341,744","Clinton, Bill ",Incumbent,Reform,"346,408","Perot, Ross  ",Challenger,"36,218",,"754,723",D,36.81,54.32,8.03,0.84,40.39,59.61,,,1996
14,President,19961105,Indiana,12,0,0,"2,135,842","1,006,693","Dole, Robert  ",Challenger,"887,424","Clinton, Bill ",Incumbent,Reform,"224,299","Perot, Ross  ",Challenger,"17,426",,"119,269",R,47.13,41.55,10.5,0.82,53.15,46.85,,,1996
15,President,19961105,Iowa,0,7,0,"1,234,075","492,644","Dole, Robert  ",Challenger,"620,258","Clinton, Bill ",Incumbent,Reform,"105,159","Perot, Ross  ",Challenger,"16,014",,"127,614",D,39.92,50.26,8.52,1.3,44.27,55.73,,,1996
16,President,19961105,Kansas,6,0,0,"1,074,300","583,245","Dole, Robert  ",Challenger,"387,659","Clinton, Bill ",Incumbent,Reform,"92,639","Perot, Ross  ",Challenger,"10,757",,"195,586",R,54.29,36.08,8.62,1.0,60.07,39.93,,,1996
17,President,19961105,Kentucky,0,8,0,"1,388,708","623,283","Dole, Robert  ",Challenger,"636,614","Clinton, Bill ",Incumbent,Reform,"120,396","Perot, Ross  ",Challenger,"8,415",,"13,331",D,44.88,45.84,8.67,0.61,49.47,50.53,,,1996
18,President,19961105,Louisiana,0,9,0,"1,783,959","712,586","Dole, Robert  ",Challenger,"927,837","Clinton, Bill ",Incumbent,Reform,"123,293","Perot, Ross  ",Challenger,"20,243",,"215,251",D,39.94,52.01,6.91,1.13,43.44,56.56,,,1996
19,President,19961105,Maine,0,4,0,"605,897","186,378","Dole, Robert  ",Challenger,"312,788","Clinton, Bill ",Incumbent,Reform,"85,970","Perot, Ross  ",Challenger,"20,761",,"126,410",D,30.76,51.62,14.19,3.43,37.34,62.66,,,1996
20,President,19961105,Maryland,0,10,0,"1,780,870","681,530","Dole, Robert  ",Challenger,"966,207","Clinton, Bill ",Incumbent,Reform,"115,812","Perot, Ross  ",Challenger,"17,321",,"284,677",D,38.27,54.25,6.5,0.97,41.36,58.64,,,1996
21,President,19961105,Massachusetts,0,12,0,"2,556,785","718,107","Dole, Robert  ",Challenger,"1,571,763","Clinton, Bill ",Incumbent,Reform,"227,217","Perot, Ross  ",Challenger,"39,698",,"853,656",D,28.09,61.47,8.89,1.55,31.36,68.64,,,1996
22,President,19961105,Michigan,0,18,0,"3,848,844","1,481,212","Dole, Robert  ",Challenger,"1,989,653","Clinton, Bill ",Incumbent,Reform,"336,670","Perot, Ross  ",Challenger,"41,309",,"508,441",D,38.48,51.69,8.75,1.07,42.68,57.32,,,1996
23,President,19961105,Minnesota,0,10,0,"2,192,640","766,476","Dole, Robert  ",Challenger,"1,120,438","Clinton, Bill ",Incumbent,Reform,"257,704","Perot, Ross  ",Challenger,"48,022",,"353,962",D,34.96,51.1,11.75,2.19,40.62,59.38,,,1996
24,President,19961105,Mississippi,7,0,0,"893,857","439,838","Dole, Robert  ",Challenger,"394,022","Clinton, Bill ",Incumbent,Reform,"52,222","Perot, Ross  ",Challenger,"7,775",,"45,816",R,49.21,44.08,5.84,0.87,52.75,47.25,,,1996
25,President,19961105,Missouri,0,11,0,"2,158,065","890,016","Dole, Robert  ",Challenger,"1,025,935","Clinton, Bill ",Incumbent,Reform,"217,188","Perot, Ross  ",Challenger,"24,926",,"135,919",D,41.24,47.54,10.06,1.16,46.45,53.55,,,1996
26,President,19961105,Montana,3,0,0,"407,261","179,652","Dole, Robert  ",Challenger,"167,922","Clinton, Bill ",Incumbent,Reform,"55,229","Perot, Ross  ",Challenger,"4,458",,"11,730",R,44.11,41.23,13.56,1.09,51.69,48.31,,,1996
27,President,19961105,Nebraska,5,0,0,"677,415","363,467","Dole, Robert  ",Challenger,"236,761","Clinton, Bill ",Incumbent,Reform,"71,278","Perot, Ross  ",Challenger,"5,909",,"126,706",R,53.65,34.95,10.52,0.87,60.55,39.45,,,1996
28,President,19961105,Nevada,0,4,0,"464,279","199,244","Dole, Robert  ",Challenger,"203,974","Clinton, Bill ",Incumbent,Reform,"43,986","Perot, Ross  ",Challenger,"17,075",,"4,730",D,42.91,43.93,9.47,3.68,49.41,50.59,,,1996
29,President,19961105,New Hampshire,0,4,0,"499,175","196,532","Dole, Robert  ",Challenger,"246,214","Clinton, Bill ",Incumbent,Reform,"48,390","Perot, Ross  ",Challenger,"8,039",,"49,682",D,39.37,49.32,9.69,1.61,44.39,55.61,,,1996
30,President,19961105,New Jersey,0,15,0,"3,075,807","1,103,078","Dole, Robert  ",Challenger,"1,652,329","Clinton, Bill ",Incumbent,Reform,"262,134","Perot, Ross  ",Challenger,"58,266",,"549,251",D,35.86,53.72,8.52,1.89,40.03,59.97,,,1996
31,President,19961105,New Mexico,0,5,0,"556,074","232,751","Dole, Robert  ",Challenger,"273,495","Clinton, Bill ",Incumbent,Reform,"32,257","Perot, Ross  ",Challenger,"17,571",,"40,744",D,41.86,49.18,5.8,3.16,45.98,54.02,,,1996
32,President,19961105,New York,0,33,0,"6,316,129","1,933,492","Dole, Robert  ",Challenger,"3,756,177","Clinton, Bill ",Incumbent,Reform,"503,458","Perot, Ross  ",Challenger,"123,002",,"1,822,685",D,30.61,59.47,7.97,1.95,33.98,66.02,,,1996
33,President,19961105,North Carolina,14,0,0,"2,515,807","1,225,938","Dole, Robert  ",Challenger,"1,107,849","Clinton, Bill ",Incumbent,Reform,"168,059","Perot, Ross  ",Challenger,"13,961",,"118,089",R,48.73,44.04,6.68,0.55,52.53,47.47,,,1996
34,President,19961105,North Dakota,3,0,0,"266,411","125,050","Dole, Robert  ",Challenger,"106,905","Clinton, Bill ",Incumbent,Reform,"32,515","Perot, Ross  ",Challenger,"1,941",,"18,145",R,46.94,40.13,12.2,0.73,53.91,46.09,,,1996
35,President,19961105,Ohio,0,21,0,"4,534,434","1,859,883","Dole, Robert  ",Challenger,"2,148,222","Clinton, Bill ",Incumbent,Reform,"483,207","Perot, Ross  ",Challenger,"43,122",,"288,339",D,41.02,47.38,10.66,0.95,46.4,53.6,,,1996
36,President,19961105,Oklahoma,8,0,0,"1,206,713","582,315","Dole, Robert  ",Challenger,"488,105","Clinton, Bill ",Incumbent,Reform,"130,788","Perot, Ross  ",Challenger,"5,505",,"94,210",R,48.26,40.45,10.84,0.46,54.4,45.6,,,1996
37,President,19961105,Oregon,0,7,0,"1,377,760","538,152","Dole, Robert  ",Challenger,"649,641","Clinton, Bill ",Incumbent,Reform,"121,221","Perot, Ross  ",Challenger,"68,746",,"111,489",D,39.06,47.15,8.8,4.99,45.31,54.69,,,1996
